lith_word_studied,eng_word_studied,participant_id,delay_group,study1_start,study2_start,study3_start,study4_start,study5_start,jol_start,recall_start,jol_value,eng_word_response,recall_accuracy,study_test_lag
akis,eye,C39,C,1487630133,1487630742,1487631324,1487631953,1487632494,1487632990,1487716044,100,eye,1,1392.5
masina,car,C39,C,1487630145,1487630731,1487631366,1487631933,1487632530,1487632976,1487716027,80,water,0,1391.616667
pinigine,wallet,C39,C,1487630157,1487630705,1487631308,1487631917,1487632506,1487632980,1487716041,86,wallet,1,1392.25
laikrodis,clock,C39,C,1487630167,1487630784,1487631405,1487632016,1487632593,1487633008,1487716064,73,unsure,0,1391.183333
laiptelis,stair,C39,C,1487630179,1487630770,1487631394,1487631966,1487632562,1487632993,1487716046,71,unsure,0,1391.4
kumpis,ham,C39,C,1487630195,1487630820,1487631382,1487631980,1487632577,1487633001,1487716060,92,ham,1,1391.383333
duona,bread,C39,C,1487630207,1487630800,1487631417,1487632004,1487632546,1487632997,1487716072,84,pasta,0,1392.1
vaistas,drug,C39,C,1487630221,1487630810,1487631429,1487631992,1487632609,1487633012,1487716083,89,drug,1,1391.233333
pastatas,building,C4,C,1463509746,1463510383,1463510948,1463511602,1463512166,1463512902,1463594545,100,building,1,1372.983333
mesa,meat,C4,C,1463509758,1463510357,1463511004,1463511571,1463512190,1463512899,1463594560,100,meat,1,1372.833333
kreida,chalk,C4,C,1463509772,1463510341,1463510964,1463511622,1463512180,1463512894,1463594566,100,chalk,1,1373.1
bugnas,drum,C4,C,1463509787,1463510371,1463510978,1463511612,1463512200,1463512914,1463594562,59,drum,1,1372.7
muilas,soap,C4,C,1463509799,1463510397,1463510994,1463511588,1463512210,1463512909,1463594569,70,soap,1,1372.65
rusys,basement,C4,C,1463509815,1463510440,1463511044,1463511664,1463512238,1463512919,1463594573,99,basement,1,1372.25
mokykla,school,C4,C,1463509829,1463510452,1463511073,1463511688,1463512275,1463512929,1463594575,91,school,1,1371.666667
dirzas,belt,C4,C,1463509845,1463510462,1463511057,1463511636,1463512226,1463512935,1463594580,80,belt,1,1372.566667
pupa,bean,C4,C,1463509857,1463510411,1463511016,1463511676,1463512250,1463512926,1463594585,100,bean,1,1372.25
nafta,oil,C4,C,1463509873,1463510425,1463511030,1463511648,1463512264,1463512923,1463594578,100,oil,1,1371.9
sausainis,cookie,C4,C,1463509883,1463510518,1463511143,1463511741,1463512321,1463512951,1463594595,80,cookie,1,1371.233333
purvas,dirt,C4,C,1463509893,1463510528,1463511111,1463511729,1463512331,1463512956,1463594598,61,dirt,1,1371.116667
traukinys,train,C4,C,1463509904,1463510474,1463511085,1463511701,1463512299,1463512947,1463594589,90,train,1,1371.5
arbata,tea,C4,C,1463509914,1463510490,1463511127,1463511751,1463512285,1463512942,1463594592,80,tea,1,1371.783333
smuikas,violin,C4,C,1463509930,1463510506,1463511101,1463511717,1463512311,1463512944,1463594600,60,violin,1,1371.483333
burna,mouth,C4,C,1463509946,1463510603,1463511186,1463511816,1463512400,1463512963,1463594606,100,mouth,1,1370.1
daina,song,C4,C,1463509956,1463510587,1463511155,1463511801,1463512388,1463512974,1463594633,100,song,1,1370.75
zele,jelly,C4,C,1463509972,1463510571,1463511212,1463511765,1463512373,1463512971,1463594604,100,jelly,1,1370.516667
kriaukle,sink,C4,C,1463509982,1463510555,1463511196,1463511775,1463512345,1463512967,1463594611,61,priest,0,1371.1
kamuolys,ball,C4,C,1463509992,1463510538,1463511170,1463511787,1463512359,1463512959,1463594635,60,ball,1,1371.266667
gelezis,iron,C4,C,1463510003,1463510676,1463511285,1463511874,1463512466,1463512977,1463594645,90,iron,1,1369.65
kardas,sword,C4,C,1463510019,1463510615,1463511274,1463511890,1463512456,1463512993,1463594647,71,sword,1,1369.85
tiltas,bridge,C4,C,1463510033,1463510659,1463511244,1463511858,1463512414,1463512988,1463594650,80,bridge,1,1370.6
smegenys,brain,C4,C,1463510043,1463510643,1463511260,1463511844,1463512440,1463512984,1463594642,80,brain,1,1370.033333
sesuo,sister,C4,C,1463510059,1463510629,1463511228,1463511828,1463512428,1463512980,1463594639,90,sister,1,1370.183333
padazas,gravy,C4,C,1463510075,1463510686,1463511321,1463511902,1463512519,1463513010,1463594667,40,gravy,1,1369.133333
plyta,brick,C4,C,1463510087,1463510714,1463511305,1463511935,1463512535,1463512998,1463594657,61,brick,1,1368.7
lova,bed,C4,C,1463510099,1463510734,1463511335,1463511947,1463512478,1463513001,1463594653,90,bed,1,1369.583333
upe,river,C4,C,1463510114,1463510700,1463511295,1463511922,1463512490,1463513007,1463594664,90,river,1,1369.566667
kirvis,axe,C4,C,1463510124,1463510724,1463511349,1463511912,1463512507,1463513003,1463594660,90,axe,1,1369.216667
kunigas,priest,C4,C,1463510138,1463510793,1463511369,1463512019,1463512573,1463513017,1463594671,40,book,0,1368.3
knyga,book,C4,C,1463510154,1463510770,1463511359,1463511975,1463512585,1463513020,1463594675,100,book,1,1368.166667
varpas,bell,C4,C,1463510164,1463510758,1463511379,1463511991,1463512597,1463513028,1463594687,60,bell,1,1368.166667
miestas,city,C4,C,1463510178,1463510748,1463511394,1463511959,1463512547,1463513024,1463594682,60,car,0,1368.916667
lietus,rain,C4,C,1463510192,1463510780,1463511404,1463512005,1463512557,1463513014,1463594679,50,rain,1,1368.7
batas,shoe,C4,C,1463510206,1463510817,1463511448,1463512068,1463512611,1463513040,1463594692,60,shoe,1,1368.016667
karalius,king,C4,C,1463510222,1463510857,1463511464,1463512029,1463512644,1463513037,1463594695,79,king,1,1367.516667
akis,eye,C4,C,1463510235,1463510843,1463511436,1463512078,1463512622,1463513043,1463594706,81,eye,1,1368.066667
masina,car,C4,C,1463510247,1463510833,1463511478,1463512058,1463512658,1463513031,1463594700,60,car,1,1367.366667
pinigine,wallet,C4,C,1463510259,1463510807,1463511420,1463512041,1463512634,1463513034,1463594703,40,wallet,1,1367.816667
laikrodis,clock,C4,C,1463510269,1463510885,1463511517,1463512140,1463512720,1463513057,1463594726,71,clock,1,1366.766667
laiptelis,stair,C4,C,1463510281,1463510871,1463511506,1463512090,1463512690,1463513046,1463594709,29,idk,0,1366.983333
kumpis,ham,C4,C,1463510297,1463510922,1463511494,1463512104,1463512704,1463513054,1463594723,71,ham,1,1366.983333
duona,bread,C4,C,1463510309,1463510901,1463511529,1463512128,1463512674,1463513051,1463594731,90,bread,1,1367.616667
vaistas,drug,C4,C,1463510323,1463510912,1463511541,1463512116,1463512737,1463513060,1463594734,30,drug,1,1366.616667
pastatas,building,C40,C,1490815990,1490816645,1490817377,1490818052,1490818651,1490819475,1490904195,100,building,1,1425.733333
mesa,meat,C40,C,1490816002,1490816619,1490817434,1490818022,1490818675,1490819471,1490904199,100,meat,1,1425.4
kreida,chalk,C40,C,1490816016,1490816602,1490817393,1490818072,1490818665,1490819459,1490904206,100,chalk,1,1425.683333
bugnas,drum,C40,C,1490816031,1490816633,1490817407,1490818062,1490818685,1490819489,1490904202,80,drum,1,1425.283333
muilas,soap,C40,C,1490816043,1490816659,1490817424,1490818038,1490818695,1490819478,1490904209,80,soap,1,1425.233333
rusys,basement,C40,C,1490816059,1490816701,1490817474,1490818115,1490818723,1490819492,1490904237,90,basement,1,1425.233333
mokykla,school,C40,C,1490816073,1490816713,1490817502,1490818139,1490818760,1490819510,1490904241,90,school,1,1424.683333
dirzas,belt,C40,C,1490816089,1490816723,1490817486,1490818086,1490818711,1490819515,1490904247,90,belt,1,1425.6
pupa,bean,C40,C,1490816101,1490816673,1490817446,1490818127,1490818735,1490819504,1490904252,70,bean,1,1425.283333
nafta,oil,C40,C,1490816117,1490816687,1490817460,1490818099,1490818749,1490819498,1490904245,80,oil,1,1424.933333
sausainis,cookie,C40,C,1490816127,1490816780,1490817573,1490818191,1490818806,1490819531,1490904263,90,cookie,1,1424.283333
purvas,dirt,C40,C,1490816138,1490816790,1490817541,1490818179,1490818816,1490819535,1490904267,70,dirt,1,1424.183333
traukinys,train,C40,C,1490816148,1490816736,1490817514,1490818151,1490818784,1490819527,1490904255,100,train,1,1424.516667
arbata,tea,C40,C,1490816158,1490816752,1490817557,1490818201,1490818770,1490819520,1490904259,100,tea,1,1424.816667
smuikas,violin,C40,C,1490816174,1490816768,1490817530,1490818167,1490818796,1490819523,1490904278,70,violin,1,1424.7
burna,mouth,C40,C,1490816190,1490816865,1490817615,1490818266,1490818885,1490819546,1490904294,70,mouth,1,1423.483333
daina,song,C40,C,1490816200,1490816849,1490817585,1490818252,1490818873,1490819560,1490904304,90,song,1,1423.85
zele,jelly,C40,C,1490816216,1490816832,1490817641,1490818216,1490818858,1490819557,1490904291,100,jelly,1,1423.883333
kriaukle,sink,C40,C,1490816226,1490816816,1490817625,1490818226,1490818830,1490819551,1490904299,80,sink,1,1424.483333
kamuolys,ball,C40,C,1490816237,1490816800,1490817599,1490818238,1490818844,1490819541,1490904306,70,ball,1,1424.366667
gelezis,iron,C40,C,1490816247,1490816937,1490817714,1490818324,1490818951,1490819563,1490904317,80,iron,1,1422.766667
kardas,sword,C40,C,1490816263,1490816877,1490817704,1490818341,1490818941,1490819575,1490904322,80,sword,1,1423.016667
tiltas,bridge,C40,C,1490816277,1490816921,1490817674,1490818308,1490818899,1490819573,1490904340,90,bridge,1,1424.016667
smegenys,brain,C40,C,1490816287,1490816905,1490817690,1490818294,1490818925,1490819570,1490904314,80,brain,1,1423.15
sesuo,sister,C40,C,1490816303,1490816891,1490817658,1490818278,1490818913,1490819567,1490904310,90,sister,1,1423.283333
padazas,gravy,C40,C,1490816319,1490816947,1490817750,1490818353,1490819004,1490819590,1490904368,80,gravy,1,1422.733333
plyta,brick,C40,C,1490816331,1490816976,1490817734,1490818385,1490819020,1490819578,1490904347,70,brick,1,1422.116667
lova,bed,C40,C,1490816343,1490816996,1490817765,1490818397,1490818963,1490819581,1490904345,100,bed,1,1423.033333
upe,river,C40,C,1490816358,1490816961,1490817724,1490818373,1490818975,1490819587,1490904365,90,river,1,1423.166667
kirvis,axe,C40,C,1490816368,1490816986,1490817779,1490818363,1490818992,1490819584,1490904360,90,axe,1,1422.8
kunigas,priest,C40,C,1490816382,1490817054,1490817799,1490818470,1490819058,1490819599,1490904372,70,priest,1,1421.9
knyga,book,C40,C,1490816398,1490817032,1490817789,1490818425,1490819070,1490819602,1490904375,100,book,1,1421.75
varpas,bell,C40,C,1490816408,1490817020,1490817809,1490818441,1490819082,1490819608,1490904384,100,bell,1,1421.7
miestas,city,C40,C,1490816422,1490817010,1490817823,1490818409,1490819032,1490819605,1490904381,90,city,1,1422.483333
lietus,rain,C40,C,1490816436,1490817042,1490817833,1490818456,1490819042,1490819594,1490904378,80,rain,1,1422.266667
batas,shoe,C40,C,1490816450,1490817078,1490817878,1490818518,1490819096,1490819621,1490904409,100,shoe,1,1421.883333
karalius,king,C40,C,1490816466,1490817119,1490817894,1490818480,1490819129,1490819617,1490904417,80,king,1,1421.466667
akis,eye,C40,C,1490816479,1490817105,1490817865,1490818528,1490819107,1490819623,1490904430,90,eye,1,1422.05
masina,car,C40,C,1490816491,1490817095,1490817908,1490818508,1490819143,1490819610,1490904422,90,car,1,1421.316667
pinigine,wallet,C40,C,1490816503,1490817068,1490817849,1490818492,1490819119,1490819614,1490904426,90,wallet,1,1421.783333
laikrodis,clock,C40,C,1490816513,1490817147,1490817946,1490818591,1490819205,1490819637,1490904439,80,clock,1,1420.566667
laiptelis,stair,C40,C,1490816525,1490817133,1490817936,1490818540,1490819175,1490819626,1490904432,80,stair,1,1420.95
kumpis,ham,C40,C,1490816541,1490817183,1490817924,1490818554,1490819189,1490819633,1490904437,70,ham,1,1420.8
duona,bread,C40,C,1490816553,1490817163,1490817958,1490818579,1490819159,1490819629,1490904443,70,bread,1,1421.4
vaistas,drug,C40,C,1490816567,1490817173,1490817970,1490818567,1490819222,1490819642,1490904447,90,drug,1,1420.416667
pastatas,building,C41,C,1487952677,1487953416,1487954070,1487954832,1487955462,1487956432,1488038681,75,building,1,1386.983333
mesa,meat,C41,C,1487952689,1487953390,1487954127,1487954802,1487955486,1487956427,1488038690,90,meat,1,1386.733333
kreida,chalk,C41,C,1487952703,1487953374,1487954087,1487954852,1487955476,1487956415,1488038741,55,unsure,0,1387.75
bugnas,drum,C41,C,1487952717,1487953404,1487954101,1487954842,1487955496,1487956448,1488038729,10,belt,0,1387.216667
muilas,soap,C41,C,1487952729,1487953430,1487954117,1487954818,1487955506,1487956440,1488038772,20,soap,1,1387.766667
rusys,basement,C41,C,1487952745,1487953472,1487954167,1487954895,1487955535,1487956453,1488038788,10,unsure,0,1387.55
mokykla,school,C41,C,1487952760,1487953484,1487954196,1487954919,1487955571,1487956471,1488038798,65,unsure,0,1387.116667
dirzas,belt,C41,C,1487952776,1487953495,1487954179,1487954867,1487955523,1487956478,1488038833,0,unsure,0,1388.5
pupa,bean,C41,C,1487952788,1487953444,1487954139,1487954907,1487955547,1487956463,1488038857,95,pen,0,1388.5
nafta,oil,C41,C,1487952804,1487953458,1487954153,1487954879,1487955561,1487956458,1488038828,10,oil,1,1387.783333
sausainis,cookie,C41,C,1487952814,1487953551,1487954266,1487954971,1487955617,1487956508,1488038907,85,cookie,1,1388.166667
purvas,dirt,C41,C,1487952824,1487953561,1487954234,1487954959,1487955628,1487956514,1488038911,25,unsure,0,1388.05
traukinys,train,C41,C,1487952834,1487953507,1487954208,1487954931,1487955595,1487956496,1488038880,65,priest,0,1388.083333
arbata,tea,C41,C,1487952844,1487953523,1487954250,1487954982,1487955581,1487956482,1488038896,65,tree,0,1388.583333
smuikas,violin,C41,C,1487952861,1487953539,1487954224,1487954947,1487955607,1487956490,1488038923,0,unsure,0,1388.6
burna,mouth,C41,C,1487952877,1487953636,1487954309,1487955046,1487955696,1487956526,1488038950,100,bread,0,1387.566667
daina,song,C41,C,1487952887,1487953620,1487954278,1487955032,1487955684,1487956537,1488038964,85,sing,0,1388
zele,jelly,C41,C,1487952903,1487953603,1487954335,1487954996,1487955670,1487956534,1488038937,100,unsure,0,1387.783333
kriaukle,sink,C41,C,1487952913,1487953587,1487954319,1487955006,1487955642,1487956530,1488038960,50,priest,0,1388.633333
kamuolys,ball,C41,C,1487952923,1487953571,1487954292,1487955018,1487955656,1487956522,1488038971,0,unsure,0,1388.583333
gelezis,iron,C41,C,1487952933,1487953708,1487954407,1487955105,1487955763,1487956542,1488038999,0,unsure,0,1387.266667
kardas,sword,C41,C,1487952949,1487953648,1487954397,1487955121,1487955752,1487956561,1488039008,25,unsure,0,1387.6
tiltas,bridge,C41,C,1487952963,1487953692,1487954367,1487955088,1487955710,1487956556,1488039014,85,table,0,1388.4
smegenys,brain,C41,C,1487952974,1487953676,1487954383,1487955074,1487955736,1487956552,1488038979,75,brain,1,1387.383333
sesuo,sister,C41,C,1487952990,1487953662,1487954351,1487955058,1487955724,1487956546,1488038975,75,sister,1,1387.516667
padazas,gravy,C41,C,1487953006,1487953718,1487954444,1487955133,1487955815,1487956592,1488039063,15,unsure,0,1387.466667
plyta,brick,C41,C,1487953018,1487953747,1487954428,1487955165,1487955831,1487956567,1488039044,0,unsure,0,1386.883333
lova,bed,C41,C,1487953030,1487953767,1487954458,1487955177,1487955775,1487956573,1488039039,100,bed,1,1387.733333
upe,river,C41,C,1487953044,1487953733,1487954417,1487955153,1487955787,1487956584,1488039052,75,grape,0,1387.75
kirvis,axe,C41,C,1487953054,1487953757,1487954472,1487955143,1487955803,1487956577,1488039047,15,unsure,0,1387.4
kunigas,priest,C41,C,1487953068,1487953825,1487954492,1487955250,1487955870,1487956601,1488039072,50,unsure,0,1386.7
knyga,book,C41,C,1487953085,1487953803,1487954482,1487955205,1487955882,1487956606,1488039078,15,unsure,0,1386.6
varpas,bell,C41,C,1487953095,1487953791,1487954502,1487955222,1487955894,1487956617,1488039102,25,unsure,0,1386.8
miestas,city,C41,C,1487953109,1487953781,1487954516,1487955189,1487955843,1487956613,1488039092,85,unsure,0,1387.483333
lietus,rain,C41,C,1487953123,1487953813,1487954526,1487955236,1487955853,1487956596,1488039083,50,unsure,0,1387.166667
batas,shoe,C41,C,1487953137,1487953850,1487954571,1487955298,1487955908,1487956637,1488039113,65,bird,0,1386.75
karalius,king,C41,C,1487953153,1487953890,1487954587,1487955260,1487955940,1487956633,1488039125,65,unsure,0,1386.416667
akis,eye,C41,C,1487953165,1487953876,1487954559,1487955308,1487955918,1487956641,1488039157,95,unsure,0,1387.316667
masina,car,C41,C,1487953177,1487953866,1487954601,1487955288,1487955954,1487956623,1488039131,25,table,0,1386.283333
pinigine,wallet,C41,C,1487953189,1487953839,1487954543,1487955272,1487955930,1487956628,1488039139,65,unsure,0,1386.816667
laikrodis,clock,C41,C,1487953199,1487953918,1487954639,1487955371,1487956017,1487956661,1488039206,0,unsure,0,1386.483333
laiptelis,stair,C41,C,1487953212,1487953904,1487954629,1487955320,1487955987,1487956647,1488039190,50,unsure,0,1386.716667
kumpis,ham,C41,C,1487953228,1487953955,1487954617,1487955335,1487956001,1487956657,1488039197,100,meat,0,1386.6
duona,bread,C41,C,1487953240,1487953934,1487954652,1487955359,1487955970,1487956651,1488039209,85,bread,1,1387.316667
vaistas,drug,C41,C,1487953254,1487953944,1487954664,1487955347,1487956033,1487956665,1488039220,25,unsure,0,1386.45
pastatas,building,C42,C,1488219814,1488220451,1488221005,1488221647,1488222205,1488223004,1488307753,62,building,1,1425.8
mesa,meat,C42,C,1488219826,1488220425,1488221061,1488221617,1488222229,1488222996,1488307760,83,meat,1,1425.516667
kreida,chalk,C42,C,1488219840,1488220409,1488221021,1488221667,1488222219,1488222987,1488307772,90,chalk,1,1425.883333
bugnas,drum,C42,C,1488219854,1488220439,1488221035,1488221657,1488222239,1488223012,1488307763,46,bread,0,1425.4
muilas,soap,C42,C,1488219866,1488220465,1488221051,1488221633,1488222249,1488223008,1488307779,51,money,0,1425.5
rusys,basement,C42,C,1488219882,1488220508,1488221101,1488221710,1488222278,1488223017,1488307787,50,oil,0,1425.15
mokykla,school,C42,C,1488219896,1488220520,1488221130,1488221734,1488222314,1488223027,1488307798,42,school,1,1424.733333
dirzas,belt,C42,C,1488219912,1488220530,1488221113,1488221681,1488222266,1488223030,1488307805,55,unsure,0,1425.65
